span_mm,force_n,E,Ix_mm4,Sx_mm3,is_point,deflection_mm,stress_mpa
4857.56190328877,110880.66066815183,200000.0,24920000.0,311000.0,0.0,33.20256096109399,216.4829875695958
3731.4908577181895,116625.63532170794,200000.0,24920000.0,311000.0,1.0,25.32922473602446,349.82917361612937
14032.645569984903,190582.88599198405,200000.0,162700000.0,904000.0,1.0,337.1660061697037,739.5968171544099
5229.899531768679,212311.9361930094,200000.0,2010000000.0,5760000.0,1.0,1.5739363244238362,48.19314651409242
13683.44776955325,93713.21824813246,69000.0,49800000.0,498000.0,0.0,909.8039443359734,321.8674516101994
8030.69898403047,208448.5783590164,69000.0,72100000.0,481000.0,0.0,282.56177137964954,435.0280110318243
11060.282675519655,111999.00713157916,200000.0,215000000.0,1440000.0,1.0,73.41810315180304,215.0591455299817
10453.911065917113,201417.83951724166,200000.0,215000000.0,1440000.0,0.0,69.67944149825254,182.77814074668552
9070.616328585184,55035.233924598884,200000.0,204000000.0,1360000.0,0.0,13.107800593388312,45.882673849625775
7434.325064866607,63633.92300145887,69000.0,40500000.0,324000.0,0.0,121.82824950047724,182.51360676910176
14846.796763578051,232351.9480216491,200000.0,576800000.0,2884000.0,0.0,85.82783175091949,149.51812369533974
4284.431732513011,198096.0379008374,200000.0,18400000.0,184000.0,0.0,55.12472454757054,576.5821677087393
11611.346245665574,79223.08619133399,200000.0,117700000.0,713000.0,1.0,109.76194342792417,322.5409131899789
13864.03789295188,297675.26252025086,200000.0,251700000.0,1678000.0,1.0,328.28988881659916,614.8660785720264
6320.16268766702,11205.534289845982,200000.0,251700000.0,1678000.0,0.0,0.7317166047674842,5.275685318389839
3902.9263208852044,310256.1737220486,200000.0,671200000.0,2441000.0,1.0,2.8626503766470326,124.01751194561112
7430.591814146301,197858.53289329918,200000.0,930000000.0,4490000.0,1.0,9.092238458739518,81.86002198641154
7375.818183927073,327249.9235770224,200000.0,287000000.0,1290000.0,1.0,47.6603285764618,467.77828236587766
5994.356870675093,44949.83136840711,69000.0,2920000000.0,7290000.0,0.0,0.6256950067076684,4.6201188357159975
12729.260639284763,309681.50958553026,200000.0,61200000.0,502000.0,0.0,679.4885995759355,981.5778512651533
12799.039267163147,166503.0997908403,200000.0,1180000000.0,4060000.0,1.0,30.817769124231603,131.22412021719364
10920.398192983548,145478.43271202638,200000.0,204000000.0,1360000.0,0.0,60.463412371561375,146.01860420096787
6349.499912662457,228103.79112659342,200000.0,798900000.0,3551000.0,0.0,4.7584710472268235,50.98370183878809
14550.411789138665,100258.56325780934,200000.0,56960000.0,570000.0,1.0,564.8148625915873,639.8260442054003
11742.540727832451,116650.28682629702,69000.0,162700000.0,904000.0,1.0,350.50494982409316,378.8082809654701
14106.901985988992,193073.67901154925,200000.0,335000000.0,1490000.0,1.0,168.53960771611474,456.99185669297884
4495.503787972413,316015.9239330111,69000.0,63200000.0,424000.0,0.0,85.72681365238306,418.8239336969926
6914.194858288798,247050.86082609568,69000.0,930000000.0,4490000.0,1.0,26.511722131945056,95.1090084442988
10979.153210553257,138909.3942216642,200000.0,112600000.0,938000.0,0.0,106.29395040221627,203.23927525918822
11107.526798281198,183799.1589373596,200000.0,431900000.0,2400000.0,1.0,60.749287931968766,212.66188368732713
9185.424118982597,225199.89096037054,200000.0,428000000.0,2450000.0,0.0,26.547940315341798,105.53859744997312
12013.657650488787,238750.52798943678,200000.0,387000000.0,1980000.0,1.0,111.42634835316811,362.1549377700295
3554.564617113101,344538.2477458295,69000.0,215000000.0,1440000.0,1.0,21.730408633319193,212.61865706241275
13633.642908611779,205728.10579916817,200000.0,83560000.0,557000.0,1.0,649.9197093169919,1258.8974554448787
12649.318274077716,246610.00397880102,200000.0,108000000.0,867000.0,0.0,300.8826042988249,449.74746682516025
14009.640173465283,51261.9237243907,200000.0,19430000.0,194000.0,0.0,472.2933455246968,462.73267137784535
14854.709436797377,212453.7882796027,200000.0,112600000.0,938000.0,0.0,402.64967885432134,420.5676030970842
6327.736237568886,274409.4440135504,200000.0,192700000.0,1376000.0,1.0,37.582979750968946,315.47794019180077
13716.321993483802,37396.40360360727,200000.0,1180000000.0,4060000.0,1.0,8.519019514645311,31.585043917812136
4833.663198925776,82743.97821603573,200000.0,2920000000.0,7290000.0,1.0,0.33335845267570247,13.715930124677325
8591.091640213808,31170.34159841901,200000.0,687000000.0,2310000.0,0.0,1.8730038234026365,14.490652658485752
10008.952970450702,246477.81540930914,69000.0,478000000.0,1910000.0,1.0,156.10814286551368,322.90377783918115
14312.899889209162,111528.30180661037,200000.0,4110000000.0,9140000.0,0.0,5.180061939789212,21.83114631525621
8230.03171255964,19868.438781883182,200000.0,576800000.0,2884000.0,0.0,1.2501202817357413,7.087286808855449
7851.800029651645,66115.208609193,200000.0,930000000.0,4490000.0,0.0,2.240448160104815,14.452210381907244
4007.3695459440028,155728.34168477225,200000.0,113000000.0,771000.0,1.0,9.238387247346196,202.3544143670396
7549.246370257675,81964.49663190372,200000.0,200000000.0,1010000.0,0.0,11.479298820180569,76.58046765943178
8643.682034556563,264668.2487681692,200000.0,237000000.0,1190000.0,1.0,75.12398417686454,480.61096365442995
3823.420445433233,335477.1049439652,200000.0,29000000.0,331000.0,0.0,42.094935410734514,484.3920022724992
5392.328188350395,16929.205888913,200000.0,1370000000.0,4620000.0,1.0,0.20182443055999544,4.939817863699462
11033.506135438929,201749.6578562065,200000.0,19430000.0,194000.0,0.0,908.0074527148511,1434.2822730536657
12202.77718027489,67048.30874505277,69000.0,669000000.0,3340000.0,0.0,34.36587789382845,30.620343260856558
4965.18972200639,115753.23266352396,69000.0,29000000.0,331000.0,0.0,92.20030612218079,217.04560464873242
9909.56074094897,318728.8913561311,200000.0,776000000.0,2590000.0,0.0,26.021462825390802,152.43548787592556
5379.957325100584,211313.27282494976,200000.0,564000000.0,2860000.0,0.0,3.7983322336764527,49.68777928433406
6618.992225852004,242648.0733166631,200000.0,8640000.0,144000.0,0.0,530.2094965518602,1394.1716240459348
7166.445183701388,155648.52449981312,200000.0,204000000.0,1360000.0,0.0,18.282474435185385,102.52266716468681
7094.774098335398,298855.7131798563,200000.0,564000000.0,2860000.0,1.0,19.71182981957524,185.3421130252067
7346.256461940864,313135.50503373507,200000.0,2980000000.0,12000000.0,1.0,4.339533778439957,47.92445265244208
11805.543648160703,338261.06862094643,200000.0,112600000.0,938000.0,0.0,321.79580930700666,532.1636207460335
9458.07487737907,174389.15132028668,200000.0,38310000.0,426000.0,1.0,401.18466385945027,967.9493256983501
5926.3612702914725,168000.8786450988,69000.0,576800000.0,2884000.0,1.0,18.30460412263861,86.30668347583509
3344.399973241075,299323.9643462361,200000.0,57900000.0,429000.0,1.0,20.144028426346356,583.3677496211759
9199.527020579211,74959.18399921361,200000.0,2920000000.0,7290000.0,1.0,2.081935467132908,23.648458115272405
4116.64020665606,85342.77616066026,200000.0,63200000.0,424000.0,0.0,6.133201121924064,103.5747357578447
5766.456495582093,255236.67265086368,200000.0,711000000.0,3560000.0,0.0,4.481354677952674,51.67876295360023
14410.530724721217,244655.60840778757,200000.0,689000000.0,2860000.0,0.0,69.18065433241287,154.09165917553653
6317.995523624271,210459.5480266689,69000.0,56960000.0,570000.0,1.0,281.3495768102162,583.1940712001921
4206.313297089489,75999.97655096497,200000.0,335000000.0,1490000.0,1.0,1.7587425427763461,53.637535561208665
3169.780407072766,191605.93035100552,200000.0,49800000.0,498000.0,0.0,7.977667255495116,152.44696885177976
9640.3076015833,247121.9135894661,200000.0,251700000.0,1678000.0,0.0,57.26766840542851,177.4680618365337
8285.625577632123,72683.64793262779,200000.0,4130000.0,66100.0,0.0,651.7354741652495,1138.8606134380545
8732.750247188253,289519.31940180634,200000.0,57900000.0,429000.0,1.0,346.88128673644985,1473.3682447971014
10553.348483423979,28227.08525946127,200000.0,8640000.0,144000.0,0.0,249.99534075763472,258.585301575065
4022.1709007547606,94384.92477143949,69000.0,4110000000.0,9140000.0,0.0,0.2819889305231779,5.191907793839897
12488.889958121033,86733.62660211178,69000.0,478000000.0,1910000.0,1.0,106.718766826189,141.78098407099964
8312.65204823194,302456.66638090124,200000.0,63200000.0,424000.0,0.0,178.96729482952117,741.219642480112
3722.7636524704903,336436.9843276617,200000.0,561000000.0,2550000.0,0.0,2.0144015619550983,61.39585179419756
6175.753503480089,37603.73825877466,200000.0,61200000.0,502000.0,0.0,9.422328546046398,57.826548380379045
4878.391385317657,148895.97470440905,69000.0,27720000.0,252000.0,1.0,188.2908965495174,720.6079764944938
5777.71481467231,250364.9821588713,200000.0,215000000.0,1440000.0,0.0,14.622182970552004,125.56748841098285
14086.932533790585,277861.5290598887,69000.0,431900000.0,2400000.0,0.0,339.37840982276214,203.86544862515933
5373.83056507757,49023.94283675556,200000.0,308200000.0,1926000.0,1.0,2.5713208849642983,34.196049122113976
6187.589659687683,58360.33705085028,200000.0,26900000.0,277000.0,0.0,33.460991898243556,162.95569407570906
11264.135894545125,247909.4528917439,200000.0,117700000.0,713000.0,0.0,195.9832937711843,489.5662284212856
8253.106362859176,213332.46509397522,200000.0,111000000.0,641000.0,0.0,70.33882087612103,343.3415610513396
3310.3787086600255,87834.30134542118,69000.0,38310000.0,426000.0,0.0,15.695484582725939,85.3183101713366
10023.955503334251,225826.80461438955,200000.0,428000000.0,2450000.0,1.0,55.357679609829695,230.987534787231
11324.08408780119,107994.05042289496,200000.0,920800000.0,3069000.0,1.0,17.74077317420203,99.61988497646013
4056.717513309463,95815.60932035062,200000.0,2010000000.0,5760000.0,0.0,0.20719214832709,8.435261726958819
12899.126439224412,10391.362932358155,69000.0,19430000.0,194000.0,1.0,346.56945555378957,172.73132002624672
5250.9904967343255,133004.98211156958,200000.0,192700000.0,1376000.0,1.0,10.409710658525771,126.89096967410003
3619.341302236161,100799.12101279704,200000.0,18400000.0,184000.0,1.0,27.05554616540552,495.6880732482768
11379.000349466067,51284.86834329075,69000.0,1370000000.0,4620000.0,0.0,10.408081859822127,15.78924607144399
6729.001660720021,14649.317918460634,200000.0,428000000.0,2450000.0,1.0,1.0863113284505328,10.058702510381302
13096.868179404426,48576.78008744329,200000.0,308200000.0,1926000.0,0.0,23.051927400818318,41.29047802344756
8789.994923494276,170554.72584715864,200000.0,920800000.0,3069000.0,1.0,13.103674205014814,122.12244822210194
5287.32445137514,213788.38354946597,200000.0,204000000.0,1360000.0,1.0,16.13580314674443,207.78833598546288
6394.06779939392,111508.98892240085,69000.0,24920000.0,311000.0,0.0,220.7411192183889,286.57396921689
8875.684159868411,60522.4422501483,69000.0,38920000.0,324000.0,1.0,328.29086900974033,414.48926079954487
9623.009004849733,194766.22140594883,200000.0,111000000.0,641000.0,0.0,101.79632997549098,365.49085460806197
14769.295575991133,91193.88501652477,200000.0,1180000000.0,4060000.0,0.0,16.209582941374112,41.46765525037039
7929.301146594938,118179.95125949195,200000.0,478000000.0,1910000.0,1.0,12.839538489550778,122.65502919193203
10964.265953814416,289054.16758124874,200000.0,83560000.0,557000.0,0.0,296.8439983351891,711.235809788834
4514.955237712664,338220.22066013026,200000.0,492000000.0,2540000.0,0.0,4.119111964786788,75.15005692765168
8283.674517248126,188823.3695145709,200000.0,8470000.0,136000.0,0.0,824.9928714001509,1437.6390940338158
7919.7434369563725,232625.6509854295,200000.0,215000000.0,1440000.0,1.0,55.986232915888294,319.8499084478343
14630.443566890606,125110.81957748678,200000.0,366600000.0,2156000.0,1.0,111.32780729307376,212.24800387706307
6942.787067801475,239281.54835236326,69000.0,478000000.0,1910000.0,0.0,31.613497104981455,108.72256802776921
10521.590148095853,311729.1521891699,200000.0,671200000.0,2441000.0,1.0,56.35057852964336,335.91626142439804
3821.0489661786173,224594.7457305778,200000.0,1180000000.0,4060000.0,0.0,0.6913121318564792,26.422029586918754
8207.657663077509,43470.66297028731,200000.0,5410000.0,77300.0,1.0,462.7915997836124,1153.9208280956002
6593.592962928777,19842.06479517315,200000.0,115000000.0,919000.0,1.0,5.152098899627224,35.59045125229651
7498.093077303778,59493.73053779547,69000.0,2920000000.0,7290000.0,0.0,1.6208040810274416,7.648997412352297
12510.233686571439,67794.44068315311,200000.0,112600000.0,938000.0,0.0,76.74688238058452,113.02296050061105
10436.524422448983,91882.12923114643,69000.0,1870000000.0,8170000.0,1.0,16.864240900043395,29.343025878446003
10654.855572042823,166253.96972008853,200000.0,19430000.0,194000.0,0.0,673.830568790059,1141.3737343080886
11131.330628388954,63711.71150440756,200000.0,237000000.0,1190000.0,0.0,24.139093550245402,74.49539135044128
5390.603989306708,140795.70464889746,200000.0,564000000.0,2860000.0,1.0,4.073346488351818,66.34387125503142
9863.072308208866,205436.05626073934,200000.0,16600000.0,221000.0,0.0,773.0614495342685,1146.058075572959
10898.75779114417,103323.32926059743,69000.0,1072000000.0,4287000.0,0.0,23.54638814342698,32.83461452606702
5761.420691644996,282656.8655653978,200000.0,251700000.0,1678000.0,1.0,22.371435599404492,242.6259108915228
6007.521600523392,266896.2900721702,200000.0,192700000.0,1376000.0,1.0,31.28063872285253,291.31272305741754
10529.497293800767,23403.67514667791,200000.0,47200000.0,472000.0,0.0,37.68545462910525,65.26189992635635
11788.31721527086,40645.347753714435,200000.0,111000000.0,641000.0,0.0,39.05279222607081,93.43608670939513
5107.680845331679,54934.33123390641,69000.0,335000000.0,1490000.0,0.0,4.123442865456824,23.53918048611404
6541.697390069902,305934.9661705135,200000.0,19430000.0,194000.0,0.0,286.9699694100826,1289.5193103921733
12488.183623067249,14732.3427343064,69000.0,711000000.0,3560000.0,1.0,12.184556117338262,12.91995795393258
11073.940582485044,238595.87109934448,69000.0,478000000.0,1910000.0,0.0,127.91788891519826,172.9186190955967
14283.50270135465,46837.674747738434,200000.0,27720000.0,252000.0,1.0,512.9027542742431,663.6964819289896
13610.818142578226,200878.50996495882,69000.0,920000000.0,3380000.0,0.0,103.89341793165762,101.1139374217727
10624.84706853527,167850.96234971134,200000.0,366600000.0,2156000.0,1.0,57.20423799102256,206.79392454456223
4677.324150086653,331728.9211798617,200000.0,83560000.0,557000.0,1.0,42.316143175007745,696.4109938585156
14392.569220942865,246804.55715679517,69000.0,4110000000.0,9140000.0,0.0,33.78438538176292,48.5797548266169
11719.189806686898,311040.68652585696,200000.0,57900000.0,429000.0,0.0,562.9115855058784,1062.105140733902
14268.636788563865,105111.64762916813,200000.0,689000000.0,2860000.0,1.0,46.16446829358663,131.10139180667827
14406.662038217124,300853.06572402455,200000.0,1072000000.0,4287000.0,1.0,87.41350368529581,252.75766509490614
13820.354549095857,229241.11531636943,200000.0,776000000.0,2590000.0,1.0,81.23012327548652,305.81018251952065
14618.482511236642,332663.6680091268,200000.0,428000000.0,2450000.0,0.0,158.08012281266045,248.1141843324202
10700.453606798612,213029.62623664533,200000.0,108000000.0,867000.0,0.0,157.33726605077257,328.64960098309234
5922.826765968284,52814.12100473458,69000.0,561000000.0,2550000.0,1.0,5.9058710167856,30.667538187049917
12181.888510663013,80433.50591786389,200000.0,1180000000.0,4060000.0,1.0,12.83593828031444,60.33448285795296
4770.6501592973245,316180.55211479776,200000.0,15800000.0,160000.0,0.0,141.45540977736405,1178.427188525923
4736.255763846096,54197.32469076851,200000.0,61200000.0,502000.0,1.0,9.800779861636444,127.83485630064548
13397.374662081613,54813.09805104515,200000.0,1370000000.0,4620000.0,0.0,6.263710464311311,19.868820643376605
3189.373002133923,100224.95283049095,200000.0,4110000000.0,9140000.0,0.0,0.0515061115206656,4.371646043458345
11947.983300407948,171923.62824390508,200000.0,162700000.0,904000.0,0.0,117.33852374505207,284.0349335182457
8424.065038905026,85326.9171822169,69000.0,49800000.0,498000.0,0.0,193.290956498813,180.4215612229651
8883.226249730702,319298.281899178,200000.0,403000000.0,2300000.0,1.0,57.853877648016685,308.3042260065706
4780.005907924375,52905.14002371906,69000.0,251700000.0,1678000.0,0.0,4.3320119104825086,18.838414919022238
11545.833557115682,139507.49559829707,69000.0,337400000.0,1500000.0,1.0,192.1489490900727,268.4550540246273
9066.612893828165,156267.77078003192,200000.0,366600000.0,2156000.0,0.0,20.683353818107275,82.14398106703482
5741.922892375012,125236.75040395957,200000.0,2010000000.0,5760000.0,1.0,1.228673716500697,31.210927261772607
4141.03007130757,155099.76212872574,200000.0,419000000.0,1690000.0,0.0,1.7113192906114223,47.50538306418002
11241.85242560372,171251.08110029492,200000.0,403000000.0,2300000.0,1.0,62.88841981083205,209.25862841897847
14479.495486162878,200972.34973370755,200000.0,2920000000.0,7290000.0,1.0,21.76419033630366,99.79349214035348
7219.754228317788,206492.29625255064,200000.0,2980000000.0,12000000.0,0.0,1.6977104241598562,15.529412801920731
5690.938429290787,46794.24985527065,69000.0,419000000.0,1690000.0,1.0,6.214980916435902,39.39396372354612
6342.81854993999,86894.09207146813,200000.0,4500000.0,89900.0,0.0,320.7992787749201,766.342406939689
10893.97473598666,245780.20387092402,200000.0,113000000.0,771000.0,1.0,292.9249165895,868.1982268402334
4719.017884104349,233497.17584451046,200000.0,1870000000.0,8170000.0,0.0,0.85428676788693,16.85858856637537
14661.72382509623,41197.61223851141,69000.0,689000000.0,2860000.0,1.0,56.90069874777202,52.79965147678137
8443.749488076208,63519.15378733015,200000.0,111000000.0,641000.0,0.0,22.428308922385032,104.59044896156115
9811.122679372767,38885.39359224096,200000.0,2980000000.0,12000000.0,1.0,1.2836751106877653,7.9481118118587375
8827.940458691955,160295.0234772449,200000.0,689000000.0,2860000.0,0.0,10.420481522867092,61.84768020462983
4365.810097322421,156170.63535528272,200000.0,798900000.0,3551000.0,0.0,1.0590348778463596,24.000680679365615
8839.59304037101,236825.06997035886,200000.0,920000000.0,3380000.0,1.0,18.52104247896276,154.84003256623382
10191.899483333405,12613.609205960176,200000.0,689000000.0,2860000.0,0.0,1.2618110591067133,5.618734141135668
8167.8601362432355,53923.13859813308,69000.0,1180000000.0,4060000.0,0.0,4.699024632196816,13.560241815787839
13000.250429038539,284108.0634326997,200000.0,776000000.0,2590000.0,0.0,52.37038637590444,178.2565624292632
3507.6271387534966,16372.12243911954,200000.0,72100000.0,481000.0,0.0,0.6379971933571689,14.923934767788952
3250.2787082969858,120421.1810114747,69000.0,13170000.0,146000.0,0.0,59.24730567206188,335.10479509378615
7805.397795793046,36740.009744172356,200000.0,200000000.0,1010000.0,1.0,9.099618034030076,70.98277006795533
12349.414423239175,35968.988340827185,200000.0,337400000.0,1500000.0,0.0,13.071668455986774,37.01632861712605
13871.072778960604,128787.5902606093,200000.0,1370000000.0,4620000.0,1.0,26.134390029038144,96.66785917378988
6071.618664020758,68989.66763031224,200000.0,366600000.0,2156000.0,1.0,4.387668630150851,48.571307236634986
8386.863083940756,324212.44785112416,69000.0,308200000.0,1926000.0,0.0,117.10768600762623,176.47490980250436
10494.261353302738,303843.9374426815,200000.0,2980000000.0,12000000.0,1.0,12.274921000695239,66.42953521126515
8627.05300231648,224670.94080864597,200000.0,38310000.0,426000.0,1.0,392.23913057974556,1137.4695507256133
9088.042623477337,115538.66920614571,200000.0,47200000.0,472000.0,1.0,191.39262326466059,556.1548466129852
12980.359579957458,36088.5403989747,200000.0,112600000.0,938000.0,0.0,45.63519192312131,62.42567045502927
9859.880237445603,74001.41812353652,69000.0,27720000.0,252000.0,0.0,482.89357293031503,361.9271429063379
14492.66830639902,163177.85706513104,200000.0,403000000.0,2300000.0,0.0,80.24352925620144,128.52622594531744
5070.7069372363785,94232.86602341663,200000.0,5410000.0,77300.0,0.0,147.84936125626618,772.6831297874933
10317.664875872093,133725.30629314238,200000.0,687000000.0,2310000.0,1.0,22.270495716035963,149.32174196491246
7060.405762097034,213281.1932102164,200000.0,204000000.0,1360000.0,1.0,38.33011686800488,276.81098630296543
9695.558549020829,141431.82960607088,200000.0,431900000.0,2400000.0,0.0,19.43082496997862,71.4198221166866
10232.40976392743,61126.93126010217,200000.0,24920000.0,311000.0,0.0,171.0909785329541,251.397029045344
14000.957460685442,115478.79076761611,200000.0,930000000.0,4490000.0,0.0,22.187137331791313,45.01151551082696
14256.026394789129,115257.84172142671,200000.0,308200000.0,1926000.0,0.0,70.54108009943072,106.64063043787445
12758.217405777612,237839.57599820566,69000.0,428000000.0,2450000.0,0.0,217.7709960608871,154.81678664709997
8080.876395865244,133021.55275790676,200000.0,63200000.0,424000.0,1.0,115.69353562076948,633.8034939991605
5570.311934506804,332207.21096167795,200000.0,217000000.0,1280000.0,1.0,27.562374958508233,361.4253499901102
4650.784238124952,36236.12866229795,200000.0,117700000.0,713000.0,0.0,2.0162885798027603,29.545304353661123
13021.437919614671,310451.93626747094,200000.0,431900000.0,2400000.0,1.0,165.31671621676716,421.09693907610625
12195.691253366898,54556.674086032726,200000.0,2980000000.0,12000000.0,1.0,3.459231709318771,13.86159068674542
7371.592969569228,254659.12908882098,200000.0,112600000.0,938000.0,1.0,94.36993750816413,500.3314087494054
11982.438217145236,162635.50743133572,69000.0,1370000000.0,4620000.0,1.0,61.665189289683106,105.45291773323477
12703.486453089436,169465.3057109659,200000.0,419000000.0,1690000.0,0.0,53.981425281488484,159.23078516037293
9845.032720366697,159803.11719306698,200000.0,478000000.0,1910000.0,0.0,20.769097538081454,102.96249460618911
8023.929920756949,65099.778903596256,200000.0,80910000.0,736000.0,1.0,43.297962540473875,177.43072818588718
6000.038539068085,228000.87230951202,200000.0,920800000.0,3069000.0,0.0,3.482106918363549,55.719046138734086
4923.748010944542,162768.53492710076,69000.0,1870000000.0,8170000.0,0.0,1.960676719809683,12.261800032000163
4100.562835909121,319571.68426731916,200000.0,237000000.0,1190000.0,0.0,6.052839299888108,137.64955587345446
7978.762869828065,144794.34825988425,200000.0,1370000000.0,4620000.0,1.0,5.591991261990722,62.515139050698615
3979.2652465324995,86343.17792641942,200000.0,492000000.0,2540000.0,0.0,0.7199135992914605,16.908583031387355
3063.014379667415,36936.762232045236,200000.0,689000000.0,2860000.0,0.0,0.10029874367601752,4.944835395764642
6457.2189364707665,112391.40615931479,200000.0,1370000000.0,4620000.0,1.0,2.3007945488805523,39.27142403400611
12526.789303673258,165418.62965639256,200000.0,83560000.0,557000.0,0.0,253.34602241249812,465.0278995977889
3197.224226470733,185227.74827119807,200000.0,1870000000.0,8170000.0,1.0,0.3372193546988631,18.12162313915011
3018.7720312007878,129957.4534728515,69000.0,4110000000.0,9140000.0,1.0,0.26263947136464005,10.73063254348985
11018.578835035618,187984.74961059185,200000.0,204000000.0,1360000.0,0.0,80.25608768166427,190.3791161184335
9528.9835191364,277380.19418740796,69000.0,920800000.0,3069000.0,1.0,78.69724636668687,215.31046749318958
13479.97726233021,24801.704556704055,200000.0,419000000.0,1690000.0,1.0,15.103018442133461,49.456570043108606
3194.9067733073716,278096.8055350352,200000.0,1370000000.0,4620000.0,0.0,0.43098165796654775,24.03932271750844
10539.083549707877,272310.4671973521,200000.0,1190000000.0,5580000.0,1.0,27.90324312404191,128.57987299518206
9552.164942492298,286593.01428907,200000.0,1072000000.0,4287000.0,1.0,24.271969684505915,159.64449171071414
11344.671023952767,224790.18823783484,200000.0,204000000.0,1360000.0,0.0,104.74461087290462,234.39069255248157
14323.26180854555,22574.488667923742,200000.0,49800000.0,498000.0,0.0,86.72077578317025,81.1597167130323
13629.484627417261,117302.5788169066,200000.0,162700000.0,904000.0,1.0,190.14594855891147,442.1387430147851
12784.872967871788,170955.92101012677,200000.0,308200000.0,1926000.0,1.0,120.74510435155368,283.7032363992752
7416.230091776076,312425.4157841757,200000.0,687000000.0,2310000.0,1.0,19.322707197224865,250.7596071400951
5241.806611079264,245303.2869782891,200000.0,231300000.0,1156000.0,1.0,15.91107359530776,278.0779393171052
